iter,td_loss,w_norm,tracking_gap,teacher_error,mean_rho,mean_rho2,p95_rho2,p99_rho2,max_rho2,delta_mean,delta_std,delta_p95,delta_p99,delta_max,stability_proxy,stability_proxy_mean,stability_proxy_std,power_iters,batch_size,stability_probe_step_scale,w_gap,w_sharp_drift,w_sharp_drift_defined,converged,num_iters,tol,mmd2,mmd_sigma,mean_l2,num_samples,dist_action_kl,dist_action_tv,action_samples
13.0,1.6973407384286856e-05,4.581669026781231,6.490708313810969e-14,0.013944787835494112,1.1457573973067654,1.321288272894419,1.768788698091521,1.8356146513250091,1.8518632521997715,-0.0007048300063648449,0.00405914055514398,0.002428433572107551,0.004333122190514093,0.025977607541194474,,,,,,,,,,,,,,,,,,,
14.0,1.4878683847863311e-05,4.581668081724287,6.882676299605307e-14,0.013944730519423298,1.1514144196268559,1.334992787400352,1.7900808764663967,1.8389112878369782,1.8522976693406739,-0.0006358493795522846,0.00380452091785369,0.002499299505836624,0.0042838543525730004,0.025550213717735897,,,,,,,,,,,,,,,,,,,
15.0,1.4430739417406416e-05,4.581666808220336,7.935797460691789e-14,0.01394467448847264,1.1465463866654633,1.3235015919762663,1.7850321616939608,1.8408425647032811,1.8509032637438598,-0.0007264263718356545,0.003728678605579744,0.002355024369015357,0.004109563174644832,0.018506157614577984,0.999985523429078,0.999985523429078,1.6812956388221276e-06,20.0,4096.0,2.5e-05,0.10997003617460549,0.024159458237705253,1.0,nan,2000.0,1e-07,0.0068863012004197754,2.3727322007614777,0.25301998987445923,4096.0,0.042995237205585124,0.1129119583018863,64.0
16.0,1.783503584244445e-05,4.581666145797188,8.010642909217533e-14,0.01394460568067046,1.1503411844999112,1.3324116203447312,1.7820927431266451,1.840397138295259,1.8521384750020482,-0.0007071345118554341,0.0041635317489587395,0.002619466331790622,0.0047833471068586386,0.02106318971951191,,,,,,,,,,,,,,,,,,,
17.0,1.68272546348757e-05,4.58166518505011,7.772540591668584e-14,0.013944539776237115,1.1488389669702506,1.3291984797297567,1.7963045757974392,1.840474069405722,1.8526062321065928,-0.0007250391493410233,0.004037520633606539,0.0024712987452967217,0.004172334830744753,0.02078060853793834,,,,,,,,,,,,,,,,,,,
18.0,1.4872262502158532e-05,4.581663830218744,8.046106965759036e-14,0.013944480761844544,1.1471237395318312,1.3250530131544367,1.7929716615515727,1.8405378408700042,1.8521231070326964,-0.000662253075458136,0.003799168773061388,0.00245715981202439,0.00420038289687892,0.023926100614923198,,,,,,,,,,,,,,,,,,,
19.0,1.6897733888690488e-05,4.5816628325713085,8.770747283887768e-14,0.01394441639223808,1.1468929114152848,1.3242561652114306,1.781783789006209,1.838978115295729,1.852509129009401,-0.0007192367093060599,0.004047274693503899,0.0024753241756667703,0.004570682725063685,0.023640419481501754,0.9999853833263798,0.9999853833263798,1.6628566170020552e-06,20.0,4096.0,2.5e-05,0.10889135626212995,0.022219696724579577,1.0,nan,2000.0,1e-07,0.005691862000603676,2.3773870881697263,0.20474253760561203,4096.0,0.04299523720558607,0.11341176150095403,64.0
20.0,1.6922595657370777e-05,4.581661660700392,9.183662990965098e-14,0.013944351838099452,1.1501366770759764,1.3319668252949122,1.7854335192332935,1.8383344326186133,1.852512153989774,-0.0007294248348230841,0.004048522578387589,0.002508243591513281,0.0045224873933967825,0.025461966235629383,0.999985298415609,0.999985298415609,2.1036087275253197e-06,20.0,4096.0,2.5e-05,0.09504788218300944,0.025929777651129186,1.0,nan,2000.0,1e-07,0.004775291075285182,2.3499535780471072,0.20137498501514817,4096.0,0.0429952372055923,0.11301335660957207,64.0
21.0,1.7566789950339612e-05,4.5816608008662305,9.157068345550719e-14,0.013944285919767955,1.1486706053914522,1.3283701245852455,1.786202664605438,1.831786529706359,1.8518188384548242,-0.0006833471447168962,0.004135193662955446,0.0023720233296896424,0.004047389527334101,0.025782089765874677,,,,,,,,,,,,,,,,,,,
22.0,1.684714300769133e-05,4.581659467452146,1.0685417925078949e-13,0.013944219699248295,1.1483153737641192,1.3277272520198278,1.783965459469406,1.8411830988113131,1.8522606887225939,-0.0007727290275414187,0.004031132949641605,0.0024374875090540605,0.004403855374415062,0.025997135814136194,,,,,,,,,,,,,,,,,,,
23.0,1.5363053458583716e-05,4.581658543477554,1.1042823443260506e-13,0.01394416141231853,1.1507707273778718,1.3335376452242849,1.7921933822268417,1.8368744791949647,1.8524301793123106,-0.0006546831832810343,0.003864510756630485,0.0023512478093876614,0.00481727416061395,0.020486036940629105,,,,,,,,,,,,,,,,,,,
24.0,1.6737649856708904e-05,4.5816575399796395,1.1535705236984218e-13,0.01394409527240571,1.1467876761105387,1.3241175089071084,1.785121104153134,1.8354187889699995,1.8521492298599718,-0.0007748196155561096,0.004017126388360015,0.0023590685415536055,0.004515510952776468,0.025201423089765328,,,,,,,,,,,,,,,,,,,
25.0,1.5758077200256835e-05,4.581656364147949,1.1749286234638912e-13,0.01394403274913345,1.1470718549502008,1.3245229378769618,1.7749129944115745,1.8375094211241223,1.8525545242662724,-0.0006381668272131208,0.003918012289529166,0.0025410190511559383,0.004535521504227181,0.02472148059323859,0.9999853262203503,0.9999853262203503,1.5390501207398887e-06,20.0,4096.0,2.5e-05,0.10822516835457816,0.025286316403283327,1.0,nan,2000.0,1e-07,0.007632872750703346,2.366183586812298,0.27207342414075925,4096.0,0.04299523720560469,0.11248115469340944,64.0
26.0,1.8110680365272304e-05,4.581655211035283,1.2141179767469323e-13,0.013943963039533018,1.1472882922319922,1.325097422778773,1.7815536146037128,1.8372572704166303,1.8523396676661128,-0.0007316585615926446,0.004192297235946002,0.00255446684930048,0.004526056162105876,0.023256377044680195,,,,,,,,,,,,,,,,,,,
27.0,1.5125365487900776e-05,4.581654265949285,1.2110094699366843e-13,0.013943905009894227,1.1497145691109245,1.3310150933494078,1.7861370032556547,1.8409702856327343,1.8523771865325929,-0.0006539355870833759,0.003833762347335408,0.0023410239697738765,0.003872647792890105,0.019737920203935895,,,,,,,,,,,,,,,,,,,
28.0,1.4699218858990597e-05,4.581653081580356,1.4398108912008206e-13,0.013943847594424583,1.1472018374045967,1.3250122072896968,1.7845509809815014,1.839167807929609,1.8521668960139455,-0.0006545492245405743,0.003777669145338688,0.002401251572183298,0.004791681342493084,0.024711186983608212,,,,,,,,,,,,,,,,,,,
29.0,1.5801483340716372e-05,4.581652063968548,1.5539789825206548e-13,0.013943787307902255,1.147753011441278,1.3263069817389275,1.7867823032571473,1.8400762179015837,1.8524336385609885,-0.0007103370455921796,0.003911125748729609,0.0024420314681711224,0.004060473035330069,0.00793606268071404,0.9999854770643555,0.9999854770643555,9.798100475318114e-07,20.0,4096.0,2.5e-05,0.10209987875118198,0.021991969442583217,1.0,nan,2000.0,1e-07,0.0064168916654198105,2.36580186685202,0.23794094071807134,4096.0,0.042995237205629686,0.1127980753465394,64.0
30.0,1.644765896969381e-05,4.581650956750193,1.6580589866322878e-13,0.013943722738427939,1.1459803095914023,1.3221108326242734,1.7780820149098744,1.8331805582741456,1.8517397537251536,-0.0007515506983500598,0.003985326902213086,0.002348612949280868,0.004393312629211683,0.021091409401345233,0.9999846696999362,0.9999846696999362,2.7300046358766165e-06,20.0,4096.0,2.5e-05,0.10461374070726655,0.022630312237327727,1.0,nan,2000.0,1e-07,0.008293626382327113,2.349009131444877,0.30030475733158496,4096.0,0.04299523720564265,0.11293281213931389,64.0
31.0,1.6986990395317992e-05,4.581649924250453,1.6665070921426416e-13,0.013943657265038618,1.1480999206019988,1.3272892074940545,1.7850050049002646,1.8429881202350946,1.8524394366035775,-0.0007251499373860614,0.004057234028698244,0.002385548020867352,0.004259274323923532,0.02451930794960846,,,,,,,,,,,,,,,,,,,
32.0,1.679705047844475e-05,4.581648754297582,1.7976717783501835e-13,0.013943592078002692,1.145966376275693,1.3221768395185893,1.7815065488279824,1.834584265425258,1.851929547163518,-0.0006311084206210541,0.004049537336519562,0.002528487559359768,0.004313584852180135,0.025604984681797893,,,,,,,,,,,,,,,,,,,
33.0,1.5185413661301967e-05,4.581647800588732,1.9319209165991326e-13,0.01394353366477258,1.147642937140958,1.3260810329344719,1.7824806152077097,1.838580902729918,1.8521591875857508,-0.0007397256917755555,0.0038259926244347546,0.002347178523954995,0.004103287444643584,0.021585275053145978,,,,,,,,,,,,,,,,,,,
34.0,1.4970427689117104e-05,4.58164670828779,1.8921459411966056e-13,0.013943475803140502,1.1493338794104684,1.3300469280958893,1.7836731600257463,1.84031056650887,1.8514476948740641,-0.0007381563998237432,0.003798098579357354,0.0023676798354160186,0.004717720407203572,0.018822101463363574,,,,,,,,,,,,,,,,,,,
35.0,1.7658878860014386e-05,4.581645949574749,1.7790626911742817e-13,0.013943409268421438,1.1491483793180106,1.3297585893568356,1.7833485292187186,1.8406044002100483,1.8523002560470698,-0.0008393589649714658,0.004117566682876723,0.002433762792044173,0.003967971214574093,0.02320657797796046,0.9999852076335962,0.9999852076335962,1.635850849544483e-06,20.0,4096.0,2.5e-05,0.09443445121289876,0.0245328684536147,1.0,nan,2000.0,1e-07,0.004334121356328158,2.350113515349211,0.2035125840674405,4096.0,0.04299523720563745,0.11292898339467644,64.0
36.0,1.940779864783102e-05,4.581644751560822,1.7774114944758647e-13,0.013943333710004087,1.1463946025213685,1.3232242342379368,1.7801326957625856,1.8383646339813406,1.8524822532692617,-0.0007481833718881719,0.0043414306731607575,0.002480788932470405,0.004568269877948354,0.025384618106019968,,,,,,,,,,,,,,,,,,,
37.0,1.6945953384305724e-05,4.5816437083192385,1.8573736139886407e-13,0.013943267676042582,1.1501187160020367,1.3320878384449812,1.7874430537115817,1.8376800059772738,1.8525521021117968,-0.0007568476959226175,0.004046373061085983,0.0023965084530028283,0.0043793698182894684,0.025102831578759296,,,,,,,,,,,,,,,,,,,
38.0,1.590898804073945e-05,4.581642662819662,1.8254200510007922e-13,0.013943205751323708,1.1514421679307754,1.3352086166741353,1.7918890650554962,1.8372171004929407,1.8513156325750129,-0.0007773893140330293,0.003912116293665962,0.002501248656979392,0.00430082800665702,0.020562750776252376,,,,,,,,,,,,,,,,,,,
39.0,1.632454124199608e-05,4.58164152085211,1.760259703107778e-13,0.013943141166070384,1.148474174951983,1.3282953648603502,1.7925124701418564,1.8384295661620793,1.851701044432632,-0.000787567577198367,0.0039628624191790935,0.0022804455674230147,0.00418157262237585,0.023561359111092365,0.9999850166108903,0.9999850166108903,1.4386922669712518e-06,20.0,4096.0,2.5e-05,0.10241987980454667,0.022597348607019344,1.0,nan,2000.0,1e-07,0.0048519494990673095,2.3628546867738467,0.21133195694668697,4096.0,0.04299523720563521,0.11277339313661242,64.0
40.0,1.7474903192710088e-05,4.58164049266362,1.7727728916328914e-13,0.013943073047572368,1.146770924770425,1.324035383026081,1.7893299981888444,1.838235826328725,1.8524798637160234,-0.0006840367851789689,0.004123954033355865,0.002470017075123402,0.004517826491787983,0.022975596337950186,0.9999841886875883,0.9999841886875883,1.3559214903615004e-06,20.0,4096.0,2.5e-05,0.10556192169621044,0.02414069461094613,1.0,nan,2000.0,1e-07,0.009509859870835635,2.347761140805123,0.316940013817656,4096.0,0.042995237205638234,0.11295366398815468,64.0
41.0,1.7245919062909166e-05,4.581639641514073,1.8978925451381246e-13,0.013943006888885763,1.151880436834669,1.3362710675851361,1.794264286500419,1.8402892978227754,1.8522119187058792,-0.0006649836785390481,0.00409923355887242,0.0024083638711686626,0.005006477129030813,0.023425984278050038,,,,,,,,,,,,,,,,,,,
42.0,1.5786855380985777e-05,4.58163861046351,2.01113135578085e-13,0.013942944499245415,1.148883480986208,1.3289711948577994,1.7851788223270495,1.8389232752414648,1.85243940929414,-0.000751911506338154,0.0039014720898171333,0.0024164466430690104,0.004167965982090679,0.020448864104334878,,,,,,,,,,,,,,,,,,,
43.0,1.6380987622825964e-05,4.58163762343363,1.9264710255989898e-13,0.013942879756634718,1.1493643133145754,1.330203245178545,1.7890626331346664,1.8390181573897952,1.8523691326382206,-0.0007285949390933278,0.003981223058000337,0.002275681777339575,0.0037402903565838938,0.02340434858348016,,,,,,,,,,,,,,,,,,,
44.0,1.573090268182916e-05,4.5816365883715156,1.9388796512559774e-13,0.013942819983772111,1.1494548764102963,1.3304490484859008,1.787867728964278,1.8395384362863028,1.8522644644546828,-0.0007059243904846422,0.0039028929573776483,0.002276280060014204,0.004907212707244588,0.026343006482917007,,,,,,,,,,,,,,,,,,,
45.0,1.712917058558495e-05,4.581635399440717,1.932003296726165e-13,0.013942752832429347,1.1492314999770707,1.3299299159741873,1.7839020573122555,1.84043406522102,1.8524687638322233,-0.0008324021089908276,0.004054167894221029,0.0024774344722643957,0.004433920402599673,0.02265268629955055,0.9999846202953301,0.9999846202953301,1.9189955219246672e-06,20.0,4096.0,2.5e-05,0.10670107919875177,0.02456107819291266,1.0,nan,2000.0,1e-07,0.005448399336982823,2.345128111779127,0.22884154273021992,4096.0,0.04299523720564441,0.112794872823009,64.0
46.0,1.547977372545815e-05,4.5816343461027556,2.0580147003367456e-13,0.013942692041649728,1.1473370762324782,1.3252117629213722,1.7821464836116825,1.8378877962425062,1.8524371139217688,-0.0007465996798773848,0.0038629474036627957,0.0023404657184741577,0.004252806283158369,0.023125226903938405,,,,,,,,,,,,,,,,,,,
47.0,1.646932280254344e-05,4.581633067760385,2.1114596725709958e-13,0.013942628354119743,1.1480514007668026,1.3268547540428415,1.7789289848454666,1.8397623988710259,1.852503206885995,-0.0007243965436427222,0.003993065545430218,0.0025395140377013786,0.004314137488195984,0.021049907676522858,,,,,,,,,,,,,,,,,,,
48.0,1.6102072986638586e-05,4.581632086895772,1.9205191583102163e-13,0.013942564779519717,1.1446877645022537,1.3190675742722606,1.7740962652931025,1.8362908702782486,1.8525886754053575,-0.000749574968039691,0.003942107349366185,0.0022994386324170428,0.004303328654950765,0.024259360812395683,,,,,,,,,,,,,,,,,,,
49.0,1.5736854503326905e-05,4.581631024555218,2.064316983700669e-13,0.01394250405150568,1.1502056381509689,1.332009523799002,1.7846841078994256,1.8396370659803647,1.8520306284727017,-0.0005693625243461929,0.003925898727577806,0.0025510462993197053,0.00461095483138861,0.021115210763936108,0.9999852505526594,0.9999852505526594,7.095599374508572e-07,20.0,4096.0,2.5e-05,0.1092260365063264,0.021291898003589438,1.0,nan,2000.0,1e-07,0.008801590869220277,2.3601655677194415,0.31554951110716606,4096.0,0.04299523720565431,0.11295117615864926,64.0
50.0,1.697205060175178e-05,4.581629958724209,2.0535663413497105e-13,0.0139424375186258,1.1520453257015233,1.3366037676979772,1.7864651814156751,1.8411205947698033,1.852332602193499,-0.0006088289483733424,0.004074478851752011,0.0026267519545707593,0.005044346694876519,0.02239380070356328,0.9999853809231682,0.9999853809231682,2.1615229793824832e-06,20.0,4096.0,2.5e-05,0.10072842459231336,0.02264072656592908,1.0,nan,2000.0,1e-07,0.005946976445549312,2.3569403596097738,0.24929698677310308,4096.0,0.042995237205653764,0.11290492820699335,64.0
51.0,1.5684770791530724e-05,4.58162870668605,2.084065605003664e-13,0.013942376250908012,1.1484899500270318,1.3278403287507137,1.772796646974904,1.8343814851403013,1.8521200638277378,-0.0007640726172036141,0.0038859958604160073,0.002482693718742601,0.004387649641938649,0.01850640786465566,,,,,,,,,,,,,,,,,,,
52.0,1.6648729944412393e-05,4.5816275544729095,2.2191739154166466e-13,0.013942311795147183,1.1478521891883404,1.3265848127893916,1.7801271325508696,1.8371831272405956,1.8524270486232903,-0.0006890192710492581,0.004021688996993072,0.002370113307019081,0.0047086790972814055,0.0244641711453319,,,,,,,,,,,,,,,,,,,
53.0,1.5623304981622414e-05,4.5816262409478705,2.221581576000461e-13,0.013942249171348082,1.1493585140355393,1.3299405121789483,1.7808973090071392,1.839326242358221,1.8523257349961768,-0.0007188071384404476,0.003886723720480974,0.002431413871565603,0.004037094363398809,0.0222949265781094,,,,,,,,,,,,,,,,,,,
54.0,1.584310217530014e-05,4.581624896022571,2.094423348310033e-13,0.013942188526058708,1.1513859566680007,1.3349786542176878,1.786857310799841,1.8402583299324844,1.8520490590788978,-0.0006685797058589601,0.003923786863759764,0.002527414970067359,0.004553385737448567,0.02024531934394982,,,,,,,,,,,,,,,,,,,
55.0,1.6804219882186115e-05,4.58162376668482,2.2316162710759964e-13,0.01394212303914881,1.1472121175876935,1.3249701954337842,1.781319244729076,1.8375391164342745,1.8520028195065483,-0.0007395957244157225,0.0040320240632481475,0.002400750915075437,0.004840500335148413,0.022294812535801175,0.9999839537031932,0.9999839537031932,3.211282211664767e-06,20.0,4096.0,2.5e-05,0.09969309867334993,0.01992326882329261,1.0,nan,2000.0,1e-07,0.015316255565985593,2.3593715065424865,0.43774181603647283,4096.0,0.04299523720567408,0.11294601491973878,64.0
56.0,1.671375299093767e-05,4.581622883436998,2.2090709931770421e-13,0.013942058846027457,1.146078634153582,1.3224430974905366,1.7803672269116892,1.8389130434170846,1.8525465522658535,-0.000751318849086234,0.004018615803724637,0.002462118843737686,0.004551922166600564,0.02352611859185319,,,,,,,,,,,,,,,,,,,
57.0,1.750682609329268e-05,4.581622129562777,2.1225031969916838e-13,0.013941991484823443,1.1470144983620423,1.3244850258341545,1.7824273650166182,1.8368488177677476,1.8512924663997254,-0.0006809544724817227,0.0041283322419228595,0.0024783631459682318,0.004182093178922641,0.024055449102204172,,,,,,,,,,,,,,,,,,,
58.0,1.357827866300026e-05,4.581621356993233,2.103024541894222e-13,0.01394193920045702,1.1449206165051597,1.3194740477309008,1.778132804253633,1.8368744832706254,1.8522632178822893,-0.0006005211692651883,0.003635609025770597,0.00250860774215008,0.0040382841842733,0.021048950872795128,,,,,,,,,,,,,,,,,,,
59.0,1.698411679962075e-05,4.581620582047267,2.007972215619313e-13,0.013941873669386875,1.147157259427491,1.3249797321675285,1.7873722744717702,1.8414961688795655,1.8525197567684188,-0.0007587770378372702,0.0040507251457574415,0.002434254579989721,0.004425371151531122,0.020710552104715663,0.999984645400498,0.999984645400498,2.9078503099187934e-06,20.0,4096.0,2.5e-05,0.09950868801412194,0.021160164912582706,1.0,nan,2000.0,1e-07,0.005886906420611515,2.3554390334593807,0.24232506085417743,4096.0,0.042995237205658524,0.11319327165153475,64.0
60.0,1.865193359800499e-05,4.581619512741452,2.225009218142782e-13,0.013941800311356865,1.1495417801668073,1.3306786734575005,1.7895339098406788,1.8405886427397653,1.8524355981035228,-0.000716082297074885,0.004259009244157724,0.002499130463359581,0.0052488005980819335,0.025161072497326492,0.9999852304041785,0.9999852304041785,8.917552342349502e-07,20.0,4096.0,2.5e-05,0.09811934269855535,0.02197060531223637,1.0,nan,2000.0,1e-07,0.003479921785121687,2.3555971236001585,0.15905098162033487,4096.0,0.04299523720566993,0.11278413033071104,64.0
61.0,1.6265618801284974e-05,4.581618336837495,2.327673427104823e-13,0.01394173634710472,1.1479264660060693,1.326725167287371,1.7846944068210868,1.8382795659999902,1.8522217587499052,-0.0006097842449865811,0.003986700637852197,0.0026309795114360097,0.004505138610235268,0.022911664322195616,,,,,,,,,,,,,,,,,,,
62.0,1.5275121573520147e-05,4.5816175135340025,2.4430707588710615e-13,0.013941677189547974,1.1460492252069951,1.322208872799161,1.7737275283720184,1.8398781566254847,1.851484595043837,-0.0006687742045833226,0.0038506963833577026,0.002378876532225117,0.004028777879684696,0.023501966362632087,,,,,,,,,,,,,,,,,,,
63.0,1.689445127986643e-05,4.581616447327642,2.4508826303396016e-13,0.013941612598754136,1.1488918762220832,1.3289364258999665,1.7819030175975072,1.8357548473729666,1.852442476819325,-0.0008652073084395909,0.0040181920801884465,0.0023255782958863614,0.004415529029348845,0.02199551924213669,,,,,,,,,,,,,,,,,,,
64.0,1.6772669658545323e-05,4.581615490441742,2.4445497063318574e-13,0.013941548228876909,1.147531848362524,1.3257524534437328,1.7832026438232274,1.840125508413269,1.852501268195331,-0.0006349509551044083,0.004045924732759784,0.00257551784922318,0.004336782699447829,0.025464977125374218,,,,,,,,,,,,,,,,,,,
65.0,1.6848543651180347e-05,4.58161426645481,2.5602566251788217e-13,0.013941482485304007,1.144971448629574,1.3198247776061225,1.783972073987748,1.8402841478838543,1.8517133893486248,-0.0007081116634080337,0.004043157370586242,0.002381711967110322,0.004345439190004615,0.027758823511519946,0.999984610022121,0.999984610022121,1.8665819232316712e-06,20.0,4096.0,2.5e-05,0.10392039015216278,0.02243403716243695,1.0,nan,2000.0,1e-07,0.008613836343344006,2.369052878248473,0.3202349421442193,4096.0,0.042995237205703106,0.11248832941267953,64.0
66.0,1.4918362380005521e-05,4.581613535667251,2.451353912752188e-13,0.013941424700793254,1.1489663223027153,1.3291527397420326,1.7802179988251892,1.8384846325387174,1.8518403218844224,-0.0006542554244158918,0.0038066142725035725,0.0024407043682893614,0.004404541355712976,0.026049225613735866,,,,,,,,,,,,,,,,,,,
67.0,1.536056171717176e-05,4.581612550556913,2.4933290409943827e-13,0.013941365928170692,1.1480014780207308,1.3270044933265044,1.7835411767848597,1.8405994110518393,1.8518256993991604,-0.000649081552680459,0.003865133226053364,0.002297239042322553,0.0040237555863271435,0.02112649271353277,,,,,,,,,,,,,,,,,,,
68.0,1.71034038939966e-05,4.581611707754224,2.5551799170381155e-13,0.013941300271223304,1.1478435786761179,1.3263790877777455,1.7807694478471723,1.8403905556038826,1.8519750519759945,-0.0006917450678088013,0.004077363444084767,0.002420994450009245,0.004072841007666503,0.02407016463103866,,,,,,,,,,,,,,,,,,,
69.0,1.6543791140928628e-05,4.581610586993634,2.536743411352643e-13,0.013941236313903843,1.147914772354927,1.3267478817834422,1.785064182523947,1.8386654344713114,1.851969292961634,-0.0007160064348022199,0.004003888850386639,0.0023397593409882986,0.004565857983969638,0.02730885172618793,0.9999852374567981,0.9999852374567981,1.1598843648502264e-06,20.0,4096.0,2.5e-05,0.10999040964181529,0.022274796700506437,1.0,nan,2000.0,1e-07,0.004720422941506652,2.3655475954997565,0.21504351508249578,4096.0,0.042995237205684635,0.11271076065616427,64.0
70.0,1.5484269198969142e-05,4.581609467683963,2.623082773125312e-13,0.01394117628174237,1.1475218641153828,1.3258657100420495,1.7836578704527672,1.83878354000242,1.8524918632448462,-0.0006634836036611908,0.0038786671301675145,0.0024599396154956505,0.004453311579613421,0.026867974195541402,0.999984732614486,0.999984732614486,1.5778774043058354e-06,20.0,4096.0,2.5e-05,0.09969134840166183,0.022522441940834432,1.0,nan,2000.0,1e-07,0.0049907227954046895,2.361573705195933,0.19517142628472128,4096.0,0.042995237205700615,0.11321256800448118,64.0
